index;filename;m_timestamp;total_coverage;current_coverage;total_coverage_own_finds
;id:000974,src:000000,op:flip8,pos:6804;2019-10-29 13:44:34.657858;0.0;4835;2326;1
;id_0_6_000816;2019-10-29 14:48:08.851528;0 days 00:30:36.583125;4835;2063;79
;id_3_12_003124;2019-10-30 07:47:05.192688;0 days 17:29:32.924285;4837;1711;539
;id_2_9_002378;2019-10-29 23:28:00.016308;0 days 09:10:27.747905;4837;1720;499
;id_1_2_001755;2019-10-29 18:01:51.685017;0 days 03:44:19.416614;4837;706;40
;id_0_2_000122;2019-10-29 14:16:06.837184;0.0;4837;2405;88
;id_2_7_002727;2019-10-30 02:22:59.460829;0 days 12:05:27.192426;4837;2510;384
;id_1_4_001922;2019-10-29 19:35:05.144228;0 days 05:17:32.875825;4839;639;52
;id_3_11_003020;2019-10-30 07:03:02.381745;0 days 16:45:30.113342;4841;1774;549
;id_0_4_000037;2019-10-29 14:15:30.209518;0.0;4841;623;45
;id_0_2_000059;2019-10-29 14:15:33.637487;0.0;4841;2408;86
;id_0_4_000523;2019-10-29 14:28:32.598348;0 days 00:11:00.329945;4841;922;100
;id_3_002739_cov;2019-10-30 02:45:05.360249;0 days 12:27:33.091846;4844;416;77
;id_0_7_000745;2019-10-29 14:47:52.451679;0 days 00:30:20.183276;4844;840;308
;id:000111,src:000000,op:flip1,pos:422;2019-10-29 13:44:34.657858;0.0;4844;2319;0
;id:000669,src:000000,op:flip1,pos:6841;2019-10-29 13:44:34.657858;0.0;4844;2331;19
;id_3_4_003356_cov;2019-10-30 10:21:32.025257;0 days 20:03:59.756854;4847;679;46
;id_0_7_000176;2019-10-29 14:16:39.608885;0.0;4847;1472;88
;id_1_4_001606;2019-10-29 17:31:36.794119;0 days 03:14:04.525716;4848;2251;97
;id:001425,src:000002,op:havoc,rep:8;2019-10-29 13:44:34.657858;0.0;4853;346;50
;id:000044,src:000000,op:flip1,pos:121;2019-10-29 13:44:34.657858;0.0;4853;2327;2
;id:001120,src:000000,op:arith8,pos:6485,val:+22;2019-10-29 13:44:34.661858;0.0;4853;2382;59
;id:000905,src:000000,op:flip2,pos:7205;2019-10-29 13:44:34.661858;0.0;4855;2365;55
;id_0_7_000802_cov;2019-10-29 14:47:52.555678;0 days 00:30:20.287275;4860;657;187
;id:001164,src:000000,op:arith8,pos:6845,val:+9;2019-10-29 13:44:34.661858;0.0;4860;2327;2
;id:001221,src:000000,op:arith16,pos:50,val:-30,+cov;2019-10-29 13:44:34.661858;0.0;4862;585;35
;id_0_3_000356;2019-10-29 14:20:42.106666;0 days 00:03:09.838263;4862;2260;153
;id_2_10_002327_cov;2019-10-29 23:20:18.904659;0 days 09:02:46.636256;4862;713;216
;id_3_10_003344;2019-10-30 10:09:38.663962;0 days 19:52:06.395559;4862;2375;206
;id_1_9_001253;2019-10-29 16:37:27.872668;0 days 02:19:55.604265;4862;2345;203
;id:001379,src:000000,op:havoc,rep:4;2019-10-29 13:44:34.661858;0.0;4862;2380;61
;id_2_0_001999;2019-10-29 21:30:25.130792;0 days 07:12:52.862389;4862;2185;256
;id:000190,src:000000,op:flip1,pos:813;2019-10-29 13:44:34.661858;0.0;4862;2325;0
;id:001177,src:000000,op:arith8,pos:7168,val:+5,+cov;2019-10-29 13:44:34.661858;0.0;4862;2325;0
;id_2_3_002315;2019-10-29 23:17:29.094263;0 days 08:59:56.825860;4862;723;221
;id_0_4_000673;2019-10-29 14:46:05.124667;0 days 00:28:32.856264;4864;2420;99
;id:000284,src:000000,op:flip1,pos:4174,+cov;2019-10-29 13:44:34.661858;0.0;4864;2327;3
;id:000537,src:000000,op:flip1,pos:6445;2019-10-29 13:44:34.661858;0.0;4864;2351;26
;id:001282,src:000000,op:int16,pos:6596,val:+1024;2019-10-29 13:44:34.661858;0.0;4864;2328;4
;id:000351,src:000000,op:flip1,pos:4964;2019-10-29 13:44:34.661858;0.0;4864;2331;6
;id_1_2_001142;2019-10-29 16:28:21.529794;0 days 02:10:49.261391;4864;2386;115
;id_2_7_002709;2019-10-30 02:15:14.121240;0 days 11:57:41.852837;4868;2191;295
;id_0_2_000130;2019-10-29 14:16:07.729176;0.0;4868;2415;94
;id_3_0_002875;2019-10-30 05:50:00.411344;0 days 15:32:28.142941;4868;1637;325
;id_1_3_001775;2019-10-29 18:12:16.455132;0 days 03:54:44.186729;4870;776;142
;id_3_12_003207;2019-10-30 08:18:14.991025;0 days 18:00:42.722622;4872;1725;520
;id_3_2_003267;2019-10-30 08:46:20.779054;0 days 18:28:48.510651;4874;568;49
;id_1_1_001646;2019-10-29 17:46:01.669978;0 days 03:28:29.401575;4874;1262;287
;id_2_9_002352;2019-10-29 23:22:45.923272;0 days 09:05:13.654869;4874;2320;280
;id_2_10_002550_cov;2019-10-30 00:33:54.734754;0 days 10:16:22.466351;4875;1653;457
;id_1_10_001882;2019-10-29 19:12:06.241216;0 days 04:54:33.972813;4876;2190;202
;id:000870,src:000000,op:flip2,pos:6680;2019-10-29 13:44:34.661858;0.0;4876;2331;8
;id:000073,src:000000,op:flip1,pos:357,+cov;2019-10-29 13:44:34.661858;0.0;4876;2327;3
;id_1_12_001879_cov;2019-10-29 19:06:35.560325;0 days 04:49:03.291922;4878;468;50
;id:001207,src:000000,op:arith8,pos:7241,val:-7;2019-10-29 13:44:34.661858;0.0;4878;2279;6
;id_2_12_002590_cov;2019-10-30 00:46:52.371378;0 days 10:29:20.102975;4880;1813;600
;id_0_8_001019;2019-10-29 15:20:54.419705;0 days 01:03:22.151302;4880;590;79
;id_3_9_003308;2019-10-30 09:45:07.997808;0 days 19:27:35.729405;4885;1201;152
;id_1_3_001873_cov;2019-10-29 19:00:27.587772;0 days 04:42:55.319369;4885;994;16
;id_2_6_001991_cov;2019-10-29 21:24:51.193967;0 days 07:07:18.925564;4888;1072;91
;id_0_5_000930;2019-10-29 14:52:11.797292;0 days 00:34:39.528889;4888;2050;168
;id:001263,src:000000,op:int16,pos:47,val:+1,+cov;2019-10-29 13:44:34.661858;0.0;4891;463;91
;id:000237,src:000000,op:flip1,pos:1036;2019-10-29 13:44:34.661858;0.0;4891;2336;11
;id_0_4_000597_cov;2019-10-29 14:35:19.034612;0 days 00:17:46.766209;4893;642;165
;id:000325,src:000000,op:flip1,pos:4670,+cov;2019-10-29 13:44:34.661858;0.0;4893;2327;6
;id_1_2_001753_cov;2019-10-29 18:01:30.577216;0 days 03:43:58.308813;4895;729;69
;id:000247,src:000000,op:flip1,pos:1115;2019-10-29 13:44:34.661858;0.0;4895;2325;0
;id_3_11_003260;2019-10-30 08:42:06.301470;0 days 18:24:34.033067;4896;1736;539
;id_2_11_002509_cov;2019-10-30 00:24:28.724118;0 days 10:06:56.455715;4896;728;227
;id_1_0_001179;2019-10-29 16:30:07.168805;0 days 02:12:34.900402;4896;2482;220
;id_3_7_002861;2019-10-30 05:32:58.841067;0 days 15:15:26.572664;4896;733;230
;id:000945,src:000000,op:flip4,pos:6484,+cov;2019-10-29 13:44:34.661858;0.0;4896;2324;0
;id_0_2_000296;2019-10-29 14:19:22.143398;0 days 00:01:49.874995;4896;2391;70
;id:000827,src:000000,op:flip2,pos:6284;2019-10-29 13:44:34.661858;0.0;4896;2321;0
;id:001003,src:000000,op:arith8,pos:29,val:+28;2019-10-29 13:44:34.661858;0.0;4896;378;21
;id:001102,src:000000,op:arith8,pos:6365,val:+25;2019-10-29 13:44:34.661858;0.0;4896;2399;74
;id_2_0_002008;2019-10-29 21:41:22.928553;0 days 07:23:50.660150;4896;2392;171
;id:000684,src:000000,op:flip1,pos:6925;2019-10-29 13:44:34.661858;0.0;4896;2325;0
;id_1_10_001891;2019-10-29 19:12:07.961200;0 days 04:54:35.692797;4896;2190;225
;id_1_7_001570;2019-10-29 17:25:13.169733;0 days 03:07:40.901330;4898;741;110
;id:000090,src:000000,op:flip1,pos:372,+cov;2019-10-29 13:44:34.661858;0.0;4898;2325;1
;id:000850,src:000000,op:flip2,pos:6485,+cov;2019-10-29 13:44:34.661858;0.0;4898;2394;70
;id:000559,src:000000,op:flip1,pos:6484,+cov;2019-10-29 13:44:34.661858;0.0;4898;2327;2
;id:000610,src:000000,op:flip1,pos:6596;2019-10-29 13:44:34.661858;0.0;4898;2327;2
;id:000934,src:000000,op:flip4,pos:1651,+cov;2019-10-29 13:44:34.661858;0.0;4902;2352;27
;id_0_7_000880;2019-10-29 14:48:34.919288;0 days 00:31:02.650885;4903;2422;169
;id_1_6_001658;2019-10-29 17:46:06.601932;0 days 03:28:34.333529;4903;1698;445
;id_1_2_001468;2019-10-29 17:05:44.064749;0 days 02:48:11.796346;4903;2440;310
;id_1_6_001814;2019-10-29 18:30:58.132495;0 days 04:13:25.864092;4903;2392;171
;id:000621,src:000000,op:flip1,pos:6605;2019-10-29 13:44:34.661858;0.0;4903;2340;16
;id_0_2_000369;2019-10-29 14:20:46.390627;0 days 00:03:14.122224;4903;2402;83
;id_0_7_000895;2019-10-29 14:48:38.567255;0 days 00:31:06.298852;4903;2392;170
;id_1_9_001843;2019-10-29 18:43:05.573596;0 days 04:25:33.305193;4906;2435;169
;id_2_5_002357;2019-10-29 23:23:50.954658;0 days 09:06:18.686255;4906;2390;170
;id_0_2_000206;2019-10-29 14:17:14.980561;0.0;4906;2466;154
;id_2_10_002150_cov;2019-10-29 22:54:20.807421;0 days 08:36:48.539018;4906;730;229
;id_3_4_003268;2019-10-30 08:46:20.967052;0 days 18:28:48.698649;4906;721;104
;id_3_12_003204;2019-10-30 08:18:14.651028;0 days 18:00:42.382625;4907;1831;623
;id_0_2_000400;2019-10-29 14:21:37.826155;0 days 00:04:05.557752;4907;2383;61
;id_0_2_000139;2019-10-29 14:16:15.649103;0.0;4907;2398;74
;id_2_10_002027;2019-10-29 21:59:13.534413;0 days 07:41:41.266010;4911;764;118
;id_2_8_002145;2019-10-29 22:54:13.487489;0 days 08:36:41.219086;4911;733;230
;id_1_1_001194;2019-10-29 16:30:59.288316;0 days 02:13:27.019913;4911;670;200
;id_1_0_001296;2019-10-29 16:41:03.238647;0 days 02:23:30.970244;4911;2183;245
;id_2_12_002534_cov;2019-10-30 00:29:55.801018;0 days 10:12:23.532615;4913;1781;575
;id_1_10_001166;2019-10-29 16:29:25.053199;0 days 02:11:52.784796;4914;2258;218
;id_0_2_000925;2019-10-29 14:52:08.785320;0 days 00:34:36.516917;4915;2190;215
;id_3_0_003107;2019-10-30 07:45:18.725698;0 days 17:27:46.457295;4916;722;105
;id_0_2_001000;2019-10-29 15:15:50.302692;0 days 00:58:18.034289;4916;2376;102
;id:001294,src:000000,op:int16,pos:7200,val:be:+1024;2019-10-29 13:44:34.661858;0.0;4916;2343;72
;id_3_9_002993;2019-10-30 06:55:17.174132;0 days 16:37:44.905729;4920;642;223
;id_0_7_000837;2019-10-29 14:48:15.003472;0 days 00:30:42.735069;4920;2431;179
;id_1_10_001066;2019-10-29 16:02:58.987859;0 days 01:45:26.719456;4920;1056;85
;id_0_2_000516;2019-10-29 14:28:07.602578;0 days 00:10:35.334175;4920;2409;86
;id_3_10_002832;2019-10-30 05:09:56.926275;0 days 14:52:24.657872;4921;2202;193
;id:000742,src:000000,op:flip1,pos:7225;2019-10-29 13:44:34.661858;0.0;4921;819;68
;id_0_12_000050_cov;2019-10-29 14:15:32.045501;0.0;4922;352;50
;id:000361,src:000000,op:flip1,pos:5166;2019-10-29 13:44:34.661858;0.0;4922;2323;3
;id:000631,src:000000,op:flip1,pos:6639;2019-10-29 13:44:34.661858;0.0;4922;2330;5
;id:001265,src:000000,op:int16,pos:6204,val:+1024;2019-10-29 13:44:34.661858;0.0;4922;2359;35
;id_0_7_000798;2019-10-29 14:47:52.555678;0 days 00:30:20.287275;4922;692;219
;id_1_8_001933;2019-10-29 19:48:21.452726;0 days 05:30:49.184323;4922;658;64
;id_4_003417;2019-10-30 12:36:30.458215;0 days 22:18:58.189812;4924;1690;465
;id_0_7_000779;2019-10-29 14:47:52.511679;0 days 00:30:20.243276;4924;844;311
;id_3_8_003139;2019-10-30 07:49:47.551148;0 days 17:32:15.282745;4924;657;170
;id_2_10_002156;2019-10-29 22:54:21.027419;0 days 08:36:48.759016;4924;729;227
;id_1_9_001387;2019-10-29 16:53:27.295672;0 days 02:35:55.027269;4925;419;93
;id:000103,src:000000,op:flip1,pos:414,+cov;2019-10-29 13:44:34.661858;0.0;4925;2341;16
;id:000520,src:000000,op:flip1,pos:6404;2019-10-29 13:44:34.661858;0.0;4925;2328;16
;id_3_11_003261;2019-10-30 08:42:06.461468;0 days 18:24:34.193065;4935;1779;588
;id:000176,src:000000,op:flip1,pos:742,+cov;2019-10-29 13:44:34.661858;0.0;4935;2338;13
;id_3_11_003258;2019-10-30 08:42:06.257470;0 days 18:24:33.989067;4935;729;223
;id_1_10_001948;2019-10-29 20:05:18.311140;0 days 05:47:46.042737;4940;1834;202
;id_0_7_000845;2019-10-29 14:48:16.523458;0 days 00:30:44.255055;4940;2428;170
;id_0_7_000483;2019-10-29 14:25:20.396113;0 days 00:07:48.127710;4940;774;71
;id:000714,src:000000,op:flip1,pos:7188,+cov;2019-10-29 13:44:34.661858;0.0;4940;2271;98
;id_1_7_001291;2019-10-29 16:40:56.270712;0 days 02:23:24.002309;4942;2108;258
;id:000071,src:000000,op:flip1,pos:356;2019-10-29 13:44:34.661858;0.0;4942;2324;0
;id_2_7_002639;2019-10-30 01:20:09.768441;0 days 11:02:37.500038;4946;1209;268
;id_0_4_000211;2019-10-29 14:17:24.140478;0.0;4946;680;41
;id_0_5_000682;2019-10-29 14:46:07.108649;0 days 00:28:34.840246;4946;2218;109
;id_1_10_001408;2019-10-29 16:59:27.296290;0 days 02:41:55.027887;4946;1751;185
;id_2_9_002567;2019-10-30 00:36:07.145500;0 days 10:18:34.877097;4948;1759;517
;id_2_6_002271;2019-10-29 23:15:17.479506;0 days 08:57:45.211103;4948;1736;515
;id_3_9_002848;2019-10-30 05:23:50.786277;0 days 15:06:18.517874;4949;1744;526
;id_1_001685;2019-10-29 17:46:22.061786;0 days 03:28:49.793383;4949;1735;476
;id_1_001093;2019-10-29 16:27:53.370058;0 days 02:10:21.101655;4949;2138;223
;id_3_8_003142_cov;2019-10-30 07:49:47.559148;0 days 17:32:15.290745;4949;683;194
;id_0_3_000649;2019-10-29 14:41:24.863246;0 days 00:23:52.594843;4949;2301;131
;id_1_7_001550_cov;2019-10-29 17:20:20.200496;0 days 03:02:47.932093;4949;1835;217
;id:001348,src:000000,op:havoc,rep:8;2019-10-29 13:44:34.661858;0.0;4950;1072;46
;id_0_7_000768;2019-10-29 14:47:52.495679;0 days 00:30:20.227276;4950;842;310
;id_1_10_001835;2019-10-29 18:38:06.708426;0 days 04:20:34.440023;4950;2331;261
;id_3_10_003195;2019-10-30 08:18:13.991034;0 days 18:00:41.722631;4953;1799;602
;id_2_12_002543;2019-10-30 00:29:56.261014;0 days 10:12:23.992611;4953;1615;439
;id:001250,src:000000,op:int8,pos:6304,val:+0;2019-10-29 13:44:34.661858;0.0;4953;2332;7
;id_0_7_000567;2019-10-29 14:31:10.532897;0 days 00:13:38.264494;4953;1586;93
;id_2_8_002279;2019-10-29 23:15:24.719437;0 days 08:57:52.451034;4953;1720;506
;id_3_7_003303;2019-10-30 09:35:31.759243;0 days 19:17:59.490840;4961;1746;524
;id:000333,src:000000,op:flip1,pos:4757;2019-10-29 13:44:34.661858;0.0;4961;2322;12
;id_1_10_001070;2019-10-29 16:03:12.571730;0 days 01:45:40.303327;4961;1030;86
;id_1_9_001609;2019-10-29 17:32:04.013863;0 days 03:14:31.745460;4961;2360;196
;id:000522,src:000000,op:flip1,pos:6405;2019-10-29 13:44:34.661858;0.0;4961;2354;43
;id:000267,src:000000,op:flip1,pos:1543;2019-10-29 13:44:34.661858;0.0;4961;2311;0
;id_1_10_001681;2019-10-29 17:46:21.181794;0 days 03:28:48.913391;4961;1780;501
;id_0_2_000245;2019-10-29 14:17:48.624254;0 days 00:00:16.355851;4961;2349;28
;id:000383,src:000000,op:flip1,pos:6152;2019-10-29 13:44:34.661858;0.0;4961;2325;0
;id:000558,src:000000,op:flip1,pos:6484,+cov;2019-10-29 13:44:34.661858;0.0;4961;2355;31
;id_0_2_000019;2019-10-29 14:15:29.081528;0.0;4961;2414;89
;id_3_8_003066;2019-10-30 07:26:16.012545;0 days 17:08:43.744142;4964;1718;545
;id_0_7_000919_cov;2019-10-29 14:51:23.417737;0 days 00:33:51.149334;4964;725;142
;id:001293,src:000000,op:int16,pos:7200,val:be:+512;2019-10-29 13:44:34.661858;0.0;4964;2339;65
;id_3_12_003234;2019-10-30 08:18:18.666990;0 days 18:00:46.398587;4968;1661;491
;id:000563,src:000000,op:flip1,pos:6485;2019-10-29 13:44:34.661858;0.0;4968;2400;76
;id_3_6_002825;2019-10-30 05:06:20.656316;0 days 14:48:48.387913;4969;693;144
;id_0_2_000580;2019-10-29 14:33:23.327676;0 days 00:15:51.059273;4973;1131;124
;id:001184,src:000000,op:arith8,pos:7200,val:+7;2019-10-29 13:44:34.661858;0.0;4973;2301;47
;id_0_7_000761;2019-10-29 14:47:52.487679;0 days 00:30:20.219276;4973;841;309
;id_2_0_002614;2019-10-30 00:51:44.428610;0 days 10:34:12.160207;4973;2084;249
;id_1_10_001832;2019-10-29 18:38:06.472428;0 days 04:20:34.204025;4975;2323;250
;id_1_10_001673;2019-10-29 17:46:13.861863;0 days 03:28:41.593460;4975;1696;427
;id_2_9_002382;2019-10-29 23:28:00.652302;0 days 09:10:28.383899;4975;1719;499
;id:000299,src:000000,op:flip1,pos:4357;2019-10-29 13:44:34.661858;0.0;4975;2325;0
;id_0_4_000317;2019-10-29 14:20:24.022831;0 days 00:02:51.754428;4976;749;73
;id_1_2_001353;2019-10-29 16:47:40.074930;0 days 02:30:07.806527;4976;746;38
;id_2_8_002293;2019-10-29 23:15:26.487421;0 days 08:57:54.219018;4976;728;223
;id:000711,src:000000,op:flip1,pos:7164;2019-10-29 13:44:34.661858;0.0;4976;2327;2
;id_4_9_003415;2019-10-30 12:35:40.270671;0 days 22:18:08.002268;4982;2335;269
;id_1_001389_cov;2019-10-29 16:53:28.003665;0 days 02:35:55.735262;5000;434;104
;id_3_9_002769;2019-10-30 03:51:07.638932;0 days 13:33:35.370529;5006;838;183
;id:001091,src:000000,op:arith8,pos:6321,val:+20;2019-10-29 13:44:34.661858;0.0;5006;2381;61
;id_2_7_002110;2019-10-29 22:47:05.147513;0 days 08:29:32.879110;5006;2456;156
;id_0_2_000008;2019-10-29 14:15:28.357535;0.0;5006;2405;80
;id:001403,src:000000,op:havoc,rep:4;2019-10-29 13:44:34.661858;0.0;5006;2375;50
;id_1_7_001572;2019-10-29 17:25:13.169733;0 days 03:07:40.901330;5007;721;90
;id_3_10_002746;2019-10-30 03:07:38.695468;0 days 12:50:06.427065;5007;1727;514
;id_1_10_001901;2019-10-29 19:18:12.617767;0 days 05:00:40.349364;5008;2409;151
;id:000417,src:000000,op:flip1,pos:6204;2019-10-29 13:44:34.661858;0.0;5008;2328;3
;id_0_4_000982;2019-10-29 15:09:49.870307;0 days 00:52:17.601904;5009;2249;226
;id_1_10_001828;2019-10-29 18:38:06.228431;0 days 04:20:33.960028;5014;2331;263
;id:001269,src:000000,op:int16,pos:6359,val:be:-128;2019-10-29 13:44:34.661858;0.0;5014;2318;10
;id_2_10_002328;2019-10-29 23:21:44.055856;0 days 09:04:11.787453;5014;2297;219
;id:000912,src:000000,op:flip2,pos:7241;2019-10-29 13:44:34.661858;0.0;5014;2306;8
;id_1_10_001885;2019-10-29 19:12:06.853211;0 days 04:54:34.584808;5014;2174;205
;id_1_10_001829;2019-10-29 18:38:06.236430;0 days 04:20:33.968027;5016;2326;237
;id:000266,src:000000,op:flip1,pos:1536,+cov;2019-10-29 13:44:34.661858;0.0;5016;2332;7
;id_0_2_000163;2019-10-29 14:16:27.060999;0.0;5016;2425;155
;id:000076,src:000000,op:flip1,pos:358,+cov;2019-10-29 13:44:34.661858;0.0;5016;2330;6
;id_4_8_003394_cov;2019-10-30 12:21:29.890548;0 days 22:03:57.622145;5021;1723;501
;id_1_3_001592;2019-10-29 17:29:38.319235;0 days 03:12:06.050832;5021;2329;162
;id_3_12_003121;2019-10-30 07:47:04.496695;0 days 17:29:32.228292;5022;1697;515
;id:000751,src:000000,op:flip1,pos:7247,+cov;2019-10-29 13:44:34.661858;0.0;5022;2328;8
;id:000565,src:000000,op:flip1,pos:6485;2019-10-29 13:44:34.661858;0.0;5022;2351;26
;id_1_7_001758;2019-10-29 18:03:07.800300;0 days 03:45:35.531897;5022;2197;208
;id_0_2_000070;2019-10-29 14:15:39.033438;0.0;5022;2353;28
;id_2_10_002333;2019-10-29 23:21:46.003837;0 days 09:04:13.735434;5022;2280;202
;id_1_7_001759_cov;2019-10-29 18:03:18.392200;0 days 03:45:46.123797;5023;2189;239
;id:000992,src:000000,op:flip32,pos:7002;2019-10-29 13:44:34.661858;0.0;5023;2353;31
;id_0_2_000106;2019-10-29 14:16:06.117190;0.0;5023;2389;74
;id_0_7_000801;2019-10-29 14:47:52.555678;0 days 00:30:20.287275;5023;668;197
;id_4_6_003390_cov;2019-10-30 12:09:20.621283;0 days 21:51:48.352880;5025;595;63
;id_2_9_002380;2019-10-29 23:28:00.452304;0 days 09:10:28.183901;5025;1731;508
;id_1_8_001554;2019-10-29 17:21:08.916036;0 days 03:03:36.647633;5025;1202;152
;id_2_7_002010_cov;2019-10-29 21:41:45.676337;0 days 07:24:13.407934;5026;2326;155
;id_0_2_000441;2019-10-29 14:22:30.909668;0 days 00:04:58.641265;5026;2389;67
;id:000222,src:000000,op:flip1,pos:943;2019-10-29 13:44:34.661858;0.0;5026;2325;0
;id_0_10_001044;2019-10-29 15:30:54.245892;0 days 01:13:21.977489;5030;508;93
;id_4_9_003403;2019-10-30 12:25:20.676409;0 days 22:07:48.408006;5030;1846;555
;id_3_11_003280;2019-10-30 08:58:20.620230;0 days 18:40:48.351827;5031;1749;535
;id_1_9_001278;2019-10-29 16:40:50.802763;0 days 02:23:18.534360;5031;2217;194
;id:000846,src:000000,op:flip2,pos:6479;2019-10-29 13:44:34.661858;0.0;5031;2337;12
;id:000785,src:000000,op:flip2,pos:584,+cov;2019-10-29 13:44:34.661858;0.0;5032;2326;1
;id:001405,src:000000,op:havoc,rep:128,+cov;2019-10-29 13:44:34.661858;0.0;5034;351;49
;id_0_2_000963;2019-10-29 15:05:23.605074;0 days 00:47:51.336671;5034;2404;82
;id_2_9_002312;2019-10-29 23:15:30.315384;0 days 08:57:58.046981;5034;1805;589
;id_3_8_002757;2019-10-30 03:16:30.330444;0 days 12:58:58.062041;5045;506;96
;id:000796,src:000000,op:flip2,pos:971,+cov;2019-10-29 13:44:34.661858;0.0;5048;2343;18
;id:000818,src:000000,op:flip2,pos:6164;2019-10-29 13:44:34.661858;0.0;5048;2326;1
;id_1_10_001678;2019-10-29 17:46:19.057814;0 days 03:28:46.789411;5048;723;221
;id_0_4_000035_cov;2019-10-29 14:15:30.201518;0.0;5048;591;117
;id_1_2_001463;2019-10-29 17:05:44.032750;0 days 02:48:11.764347;5048;2438;310
;id:001014,src:000000,op:arith8,pos:48,val:-14;2019-10-29 13:44:34.661858;0.0;5049;509;88
;id_2_8_002684_cov;2019-10-30 01:58:36.934652;0 days 11:41:04.666249;5050;462;97
;id_0_7_000976_cov;2019-10-29 15:07:52.871510;0 days 00:50:20.603107;5050;778;115
;id_4_6_003389;2019-10-30 12:09:20.621283;0 days 21:51:48.352880;5052;590;59
;id_0_7_000592;2019-10-29 14:34:54.874834;0 days 00:17:22.606431;5052;745;73
;id:000171,src:000000,op:flip1,pos:695;2019-10-29 13:44:34.661858;0.0;5052;2325;0
;id_1_9_001184;2019-10-29 16:30:24.504642;0 days 02:12:52.236239;5052;2168;200
;id_0_5_000709;2019-10-29 14:47:52.059683;0 days 00:30:19.791280;5052;599;164
;id_0_4_000911;2019-10-29 14:51:22.765743;0 days 00:33:50.497340;5052;584;53
;id_0_4_001036;2019-10-29 15:27:48.595684;0 days 01:10:16.327281;5054;592;115
;id_2_12_002426;2019-10-29 23:32:12.473903;0 days 09:14:40.205500;5054;1443;393
;id:000344,src:000000,op:flip1,pos:4836;2019-10-29 13:44:34.661858;0.0;5054;2336;11
;id_2_7_002186;2019-10-29 23:02:50.370577;0 days 08:45:18.102174;5054;675;86
;id:000773,src:000000,op:flip2,pos:44;2019-10-29 13:44:34.661858;0.0;5054;2325;0
;id_0_7_000986;2019-10-29 15:10:00.210202;0 days 00:52:27.941799;5054;2237;229
;id_0_7_000961_cov;2019-10-29 15:03:43.154152;0 days 00:46:10.885749;5065;409;74
;id:000014,src:000000,op:flip1,pos:28,+cov;2019-10-29 13:44:34.661858;0.0;5065;2325;1
;id_0_2_000123;2019-10-29 14:16:07.081182;0.0;5065;2411;90
;id_3_003029;2019-10-30 07:08:26.606678;0 days 16:50:54.338275;5069;503;91
;id_0_2_000026;2019-10-29 14:15:29.625524;0.0;5069;2417;92
;id_1_8_001158;2019-10-29 16:29:24.389205;0 days 02:11:52.120802;5069;1841;186
;id_0_4_000665;2019-10-29 14:46:03.616681;0 days 00:28:31.348278;5069;2408;88
;id_2_10_002318_cov;2019-10-29 23:18:23.529749;0 days 09:00:51.261346;5069;726;223
;id:000592,src:000000,op:flip1,pos:6527;2019-10-29 13:44:34.661858;0.0;5070;1917;16
;id:001323,src:000000,op:ext_AO,pos:7200;2019-10-29 13:44:34.661858;0.0;5070;2351;76
;id_2_10_002636;2019-10-30 01:16:44.002394;0 days 10:59:11.733991;5070;1649;428
