index;filename;m_timestamp;total_coverage;current_coverage;total_coverage_own_finds
;id:001150,src:000000,op:arith8,pos:6685,val:+14;2019-10-29 13:44:34.669858;0.0;5123;2345;20
;id_1_001102;2019-10-29 16:27:59.781998;0 days 02:10:27.513595;5123;2359;189
;id:001070,src:000000,op:arith8,pos:6165,val:+18;2019-10-29 13:44:34.669858;0.0;5123;2361;36
;id_3_9_003100;2019-10-30 07:30:39.094047;0 days 17:13:06.825644;5123;1964;658
;id:000970,src:000000,op:flip4,pos:7281;2019-10-29 13:44:34.669858;0.0;5123;2195;22
;id_2_5_002433;2019-10-29 23:35:05.348251;0 days 09:17:33.079848;5123;1743;508
;id_2_12_002536_cov;2019-10-30 00:29:55.813018;0 days 10:12:23.544615;5129;1715;516
;id:000675,src:000000,op:flip1,pos:6868;2019-10-29 13:44:34.669858;0.0;5129;2330;7
;id_0_2_000002;2019-10-29 14:15:28.329535;0.0;5129;2301;42
;id:000909,src:000000,op:flip2,pos:7240;2019-10-29 13:44:34.669858;0.0;5129;2323;9
;id_1_5_001398;2019-10-29 16:56:33.645922;0 days 02:39:01.377519;5129;634;83
;id:000756,src:000000,op:flip1,pos:7280;2019-10-29 13:44:34.669858;0.0;5129;2230;24
;id:000914,src:000000,op:flip2,pos:7280;2019-10-29 13:44:34.669858;0.0;5129;2228;19
;id_0_7_000834;2019-10-29 14:48:14.603475;0 days 00:30:42.335072;5129;2392;140
;id_0_7_000795;2019-10-29 14:47:52.535679;0 days 00:30:20.267276;5130;704;244
;id:000280,src:000000,op:flip1,pos:4018;2019-10-29 13:44:34.669858;0.0;5130;2336;11
;id_1_001096;2019-10-29 16:27:56.066033;0 days 02:10:23.797630;5131;1045;53
;id_2_9_002384;2019-10-29 23:28:01.040298;0 days 09:10:28.771895;5131;1751;527
;id_2_6_002204;2019-10-29 23:05:00.897338;0 days 08:47:28.628935;5131;1752;492
;id_0_4_000427;2019-10-29 14:22:23.281739;0 days 00:04:51.013336;5131;2411;102
;id:000807,src:000000,op:flip2,pos:1544,+cov;2019-10-29 13:44:34.669858;0.0;5131;2319;8
;id_1_1_001650;2019-10-29 17:46:01.697978;0 days 03:28:29.429575;5131;1715;477
;id_2_4_002029;2019-10-29 22:01:42.405003;0 days 07:44:10.136600;5131;2288;264
;id_0_3_000647;2019-10-29 14:41:24.359251;0 days 00:23:52.090848;5131;2303;135
;id_1_001707_cov;2019-10-29 17:46:22.965778;0 days 03:28:50.697375;5133;1643;485
;id:001423,src:000000,op:havoc,rep:8;2019-10-29 13:44:34.669858;0.0;5133;2263;97
;id:001146,src:000000,op:arith8,pos:6681,val:+11;2019-10-29 13:44:34.669858;0.0;5133;2303;6
;id_2_0_002625;2019-10-30 00:58:44.336630;0 days 10:41:12.068227;5134;1222;227
;id_2_9_002302;2019-10-29 23:15:29.459393;0 days 08:57:57.190990;5134;1709;505
;id_3_11_003337;2019-10-30 10:07:04.717413;0 days 19:49:32.449010;5134;779;263
;id_1_8_001357;2019-10-29 16:48:16.354590;0 days 02:30:44.086187;5134;2380;166
;id_3_0_002830;2019-10-30 05:08:32.791069;0 days 14:51:00.522666;5138;1916;106
;id_0_2_000292;2019-10-29 14:19:16.187453;0 days 00:01:43.919050;5138;2407;84
;id_0_8_000694;2019-10-29 14:47:02.632138;0 days 00:29:30.363735;5175;861;333
;id:001267,src:000000,op:int16,pos:6320,val:+4096,+cov;2019-10-29 13:44:34.669858;0.0;5175;2363;43
;id:000498,src:000000,op:flip1,pos:6360;2019-10-29 13:44:34.669858;0.0;5175;2323;3
;id_3_12_003338_cov;2019-10-30 10:07:04.857412;0 days 19:49:32.589009;5199;1462;266
;id_3_4_002767_cov;2019-10-30 03:49:57.579592;0 days 13:32:25.311189;5201;426;75
;id_3_8_002935;2019-10-30 06:08:59.884481;0 days 15:51:27.616078;5201;1890;649
;id_1_8_001113;2019-10-29 16:28:13.585869;0 days 02:10:41.317466;5201;839;306
;id_3_002838;2019-10-30 05:13:40.900123;0 days 14:56:08.631720;5203;1898;234
;id:000575,src:000000,op:flip1,pos:6492;2019-10-29 13:44:34.669858;0.0;5203;2325;1
;id:000762,src:000000,op:flip1,pos:7281;2019-10-29 13:44:34.669858;0.0;5203;2197;22
;id_1_12_001799;2019-10-29 18:26:33.135023;0 days 04:09:00.866620;5204;650;202
;id:000637,src:000000,op:flip1,pos:6645;2019-10-29 13:44:34.669858;0.0;5204;2324;0
;id:000650,src:000000,op:flip1,pos:6681;2019-10-29 13:44:34.669858;0.0;5204;2345;29
;id:000380,src:000000,op:flip1,pos:6152,+cov;2019-10-29 13:44:34.669858;0.0;5204;2359;35
;id:001101,src:000000,op:arith8,pos:6365,val:+22;2019-10-29 13:44:34.669858;0.0;5204;2388;63
;id:000048,src:000000,op:flip1,pos:132;2019-10-29 13:44:34.669858;0.0;5204;2327;2
;id:000441,src:000000,op:flip1,pos:6272,+cov;2019-10-29 13:44:34.669858;0.0;5204;2331;6
;id_1_2_001476_cov;2019-10-29 17:05:45.152739;0 days 02:48:12.884336;5204;2443;316
;id:000928,src:000000,op:flip4,pos:1048;2019-10-29 13:44:34.669858;0.0;5204;2326;1
;id:000195,src:000000,op:flip1,pos:828;2019-10-29 13:44:34.669858;0.0;5204;2325;0
;id:000953,src:000000,op:flip4,pos:6596;2019-10-29 13:44:34.669858;0.0;5204;2328;3
;id_2_0_002118;2019-10-29 22:53:21.871975;0 days 08:35:49.603572;5204;1762;518
;id:001129,src:000000,op:arith8,pos:6525,val:+22;2019-10-29 13:44:34.669858;0.0;5204;2420;108
;id_0_2_000129;2019-10-29 14:16:07.661176;0.0;5204;2416;95
;id_3_3_002847;2019-10-30 05:23:36.294415;0 days 15:06:04.026012;5204;1737;518
;id:001110,src:000000,op:arith8,pos:6480,val:+5;2019-10-29 13:44:34.669858;0.0;5204;2328;3
;id_2_12_002424;2019-10-29 23:32:12.433904;0 days 09:14:40.165501;5204;1517;422
;id_1_001321_cov;2019-10-29 16:42:22.161909;0 days 02:24:49.893506;5204;2299;259
;id_1_9_001406_cov;2019-10-29 16:57:28.965402;0 days 02:39:56.696999;5206;2064;246
;id_1_10_001947;2019-10-29 20:05:17.091151;0 days 05:47:44.822748;5206;1811;176
;id_0_8_000807;2019-10-29 14:47:52.747677;0 days 00:30:20.479274;5206;618;204
;id_3_4_002804;2019-10-30 04:34:52.470167;0 days 14:17:20.201764;5220;830;168
;id_0_2_000322;2019-10-29 14:20:28.314792;0 days 00:02:56.046389;5220;2404;88
;id:000995,src:000000,op:flip32,pos:7156,+cov;2019-10-29 13:44:34.669858;0.0;5220;2327;2
;id_3_11_003002_cov;2019-10-30 07:02:59.349774;0 days 16:45:27.081371;5223;1766;560
;id_2_2_002484;2019-10-30 00:12:01.599211;0 days 09:54:29.330808;5223;715;150
;id_2_7_002212;2019-10-29 23:05:01.445333;0 days 08:47:29.176930;5223;1708;501
;id_3_10_002997;2019-10-30 07:00:49.846997;0 days 16:43:17.578594;5223;814;232
;id:001399,src:000000,op:havoc,rep:4,+cov;2019-10-29 13:44:34.669858;0.0;5223;2380;56
;id_3_1_002844;2019-10-30 05:22:02.203313;0 days 15:04:29.934910;5238;302;48
;id_1_001691;2019-10-29 17:46:22.201785;0 days 03:28:49.933382;5238;1689;442
;id_2_10_002107;2019-10-29 22:46:23.807901;0 days 08:28:51.539498;5239;743;110
;id:001319,src:000000,op:ext_AO,pos:6676;2019-10-29 13:44:34.669858;0.0;5239;2362;37
;id:001081,src:000000,op:arith8,pos:6245,val:+22;2019-10-29 13:44:34.669858;0.0;5239;2380;64
;id_2_11_002562_cov;2019-10-30 00:34:02.118685;0 days 10:16:29.850282;5240;1654;479
;id:000949,src:000000,op:flip4,pos:6524,+cov;2019-10-29 13:44:34.669858;0.0;5240;2387;86
;id_3_0_003103;2019-10-30 07:38:25.117623;0 days 17:20:52.849220;5244;1789;492
;id_0_7_000882;2019-10-29 14:48:35.351285;0 days 00:31:03.082882;5244;2375;155
;id_2_12_002427;2019-10-29 23:32:12.477903;0 days 09:14:40.209500;5244;1450;389
;id:001371,src:000000,op:havoc,rep:128;2019-10-29 13:44:34.669858;0.0;5244;510;93
;id_3_9_002911;2019-10-30 06:05:24.094533;0 days 15:47:51.826130;5244;1658;485
;id_1_001728;2019-10-29 17:46:24.421764;0 days 03:28:52.153361;5244;1722;458
;id:001008,src:000000,op:arith8,pos:44,val:-9,+cov;2019-10-29 13:44:34.669858;0.0;5244;2284;4
;id_1_4_001516;2019-10-29 17:14:51.559601;0 days 02:57:19.291198;5244;628;60
;id_1_7_001779_cov;2019-10-29 18:15:04.417550;0 days 03:57:32.149147;5253;1104;136
;id:000047,src:000000,op:flip1,pos:125;2019-10-29 13:44:34.669858;0.0;5253;2328;3
;id_2_6_002182;2019-10-29 23:02:45.346624;0 days 08:45:13.078221;5253;2310;323
;id_1_9_001912;2019-10-29 19:29:19.983477;0 days 05:11:47.715074;5258;2149;189
;id_2_7_002638;2019-10-30 01:20:09.756441;0 days 11:02:37.488038;5258;1208;277
;id_2_6_002366;2019-10-29 23:26:26.357191;0 days 09:08:54.088788;5263;1774;503
;id_1_9_001615;2019-10-29 17:35:00.288203;0 days 03:17:28.019800;5263;2174;153
;id_3_8_003055;2019-10-30 07:26:14.968555;0 days 17:08:42.700152;5265;1722;544
;id:000719,src:000000,op:flip1,pos:7192,+cov;2019-10-29 13:44:34.669858;0.0;5265;2347;23
;id_0_7_000145;2019-10-29 14:16:22.897037;0.0;5265;765;74
;id_1_10_001192;2019-10-29 16:30:35.232542;0 days 02:13:02.964139;5265;2319;201
;id_1_0_001180;2019-10-29 16:30:07.312803;0 days 02:12:35.044400;5265;2485;228
;id:001035,src:000000,op:arith8,pos:901,val:-31,+cov;2019-10-29 13:44:34.669858;0.0;5265;2341;16
;id:001227,src:000000,op:arith16,pos:1671,val:-14,+cov;2019-10-29 13:44:34.669858;0.0;5265;2334;9
;id_3_12_003208;2019-10-30 08:18:15.007025;0 days 18:00:42.738622;5265;1714;537
;id_2_6_002201;2019-10-29 23:05:00.869339;0 days 08:47:28.600936;5265;1753;493
;id_1_7_001786;2019-10-29 18:20:09.826674;0 days 04:02:37.558271;5265;2191;251
;id_0_7_000616;2019-10-29 14:36:57.825703;0 days 00:19:25.557300;5265;762;78
;id_4_12_003454_cov;2019-10-30 13:42:07.489864;0 days 23:24:35.221461;5267;309;56
;id_2_9_001986;2019-10-29 21:19:40.924929;0 days 07:02:08.656526;5267;2136;213
;id_3_7_002958;2019-10-30 06:23:29.416225;0 days 16:05:57.147822;5267;1842;600
;id:000933,src:000000,op:flip4,pos:1521;2019-10-29 13:44:34.669858;0.0;5270;2337;12
;id:000841,src:000000,op:flip2,pos:6405;2019-10-29 13:44:34.669858;0.0;5270;2354;43
;id_3_8_002782;2019-10-30 04:18:15.427572;0 days 14:00:43.159169;5272;734;76
;id:000145,src:000000,op:flip1,pos:603;2019-10-29 13:44:34.669858;0.0;5272;2325;0
;id:001378,src:000000,op:havoc,rep:4;2019-10-29 13:44:34.669858;0.0;5272;740;36
;id_0_2_000193;2019-10-29 14:17:14.028570;0.0;5272;2403;91
;id_3_12_003218;2019-10-30 08:18:15.795017;0 days 18:00:43.526614;5275;1698;511
;id_1_10_001414;2019-10-29 17:01:44.187004;0 days 02:44:11.918601;5275;2382;199
;id_3_9_003106_cov;2019-10-30 07:39:22.221081;0 days 17:21:49.952678;5282;1785;488
;id_2_0_002094;2019-10-29 22:40:59.058945;0 days 08:23:26.790542;5282;2504;375
;id_1_9_001940;2019-10-29 19:55:25.932725;0 days 05:37:53.664322;5282;709;106
;id_2_10_002456;2019-10-29 23:43:23.051519;0 days 09:25:50.783116;5282;2306;223
;id_1_0_001801;2019-10-29 18:26:43.250926;0 days 04:09:10.982523;5282;2386;165
;id:000893,src:000000,op:flip2,pos:7044;2019-10-29 13:44:34.669858;0.0;5282;2321;1
;id_4_7_003431;2019-10-30 13:08:06.364748;0 days 22:50:34.096345;5282;628;105
;id_2_5_002053_cov;2019-10-29 22:28:29.701924;0 days 08:10:57.433521;5284;702;114
;id_2_12_002412_cov;2019-10-29 23:32:11.529912;0 days 09:14:39.261509;5284;1600;474
;id_1_9_001340;2019-10-29 16:46:19.047690;0 days 02:28:46.779287;5284;2320;151
;id_2_5_002269;2019-10-29 23:15:16.151518;0 days 08:57:43.883115;5284;1720;497
;id_0_4_000973;2019-10-29 15:07:52.219517;0 days 00:50:19.951114;5284;592;61
;id_3_11_003004;2019-10-30 07:02:59.533772;0 days 16:45:27.265369;5291;1832;625
;id_2_6_002133_cov;2019-10-29 22:54:01.315604;0 days 08:36:29.047201;5291;717;223
;id:000075,src:000000,op:flip1,pos:358,+cov;2019-10-29 13:44:34.669858;0.0;5291;2331;6
;id_1_1_001862;2019-10-29 18:56:08.626190;0 days 04:38:36.357787;5292;2307;157
;id_3_002791;2019-10-30 04:23:09.768795;0 days 14:05:37.500392;5308;378;74
;id_3_6_003048;2019-10-30 07:26:07.476626;0 days 17:08:35.208223;5308;1717;543
;id:001159,src:000000,op:arith8,pos:6801,val:+17;2019-10-29 13:44:34.669858;0.0;5308;2328;17
;id_1_0_001431;2019-10-29 17:05:42.648763;0 days 02:48:10.380360;5308;2450;307
;id_3_10_002745;2019-10-30 03:07:38.671468;0 days 12:50:06.403065;5308;1725;512
;id_3_12_002963;2019-10-30 06:27:18.306056;0 days 16:09:46.037653;5321;1585;467
;id:000898,src:000000,op:flip2,pos:7200;2019-10-29 13:44:34.669858;0.0;5322;2243;17
;id_1_6_001304;2019-10-29 16:41:24.470448;0 days 02:23:52.202045;5322;2055;227
;id_0_000813_cov;2019-10-29 14:47:53.923666;0 days 00:30:21.655263;5322;781;291
;id:001231,src:000000,op:arith16,pos:4638,val:-28,+cov;2019-10-29 13:44:34.669858;0.0;5323;2328;7
;id_0_9_000875;2019-10-29 14:48:19.243433;0 days 00:30:46.975030;5323;585;39
;id_1_8_001751_cov;2019-10-29 17:59:18.510461;0 days 03:41:46.242058;5325;596;114
;id_0_2_000944;2019-10-29 14:59:28.793002;0 days 00:41:56.524599;5325;2391;67
;id_3_4_003096;2019-10-30 07:30:25.746174;0 days 17:12:53.477771;5325;1796;574
;id_1_9_001781;2019-10-29 18:15:04.933545;0 days 03:57:32.665142;5325;1009;81
;id_2_10_002648_cov;2019-10-30 01:31:43.753859;0 days 11:14:11.485456;5326;1045;87
;id:000130,src:000000,op:flip1,pos:488,+cov;2019-10-29 13:44:34.669858;0.0;5326;2328;3
;id_4_10_003444;2019-10-30 13:19:42.326308;0 days 23:02:10.057905;5326;767;115
;id_0_7_000751;2019-10-29 14:47:52.459679;0 days 00:30:20.191276;5326;840;308
;id:000011,src:000000,op:flip1,pos:18,+cov;2019-10-29 13:44:34.669858;0.0;5326;1231;44
;id_2_3_002042;2019-10-29 22:15:51.692962;0 days 07:58:19.424559;5331;2381;60
;id_1_9_001841_cov;2019-10-29 18:43:05.553596;0 days 04:25:33.285193;5332;2407;150
;id:000740,src:000000,op:flip1,pos:7208,+cov;2019-10-29 13:44:34.669858;0.0;5332;2374;67
;id:001188,src:000000,op:arith8,pos:7200,val:+13;2019-10-29 13:44:34.669858;0.0;5332;2325;61
;id_2_0_002702;2019-10-30 02:11:59.883076;0 days 11:54:27.614673;5332;699;135
;id_2_8_002054;2019-10-29 22:28:30.309918;0 days 08:10:58.041515;5336;923;144
;id_2_9_002263;2019-10-29 23:14:07.528167;0 days 08:56:35.259764;5339;1044;135
;id_2_12_002608;2019-10-30 00:46:55.295351;0 days 10:29:23.026948;5339;1713;522
;id:000625,src:000000,op:flip1,pos:6605;2019-10-29 13:44:34.669858;0.0;5339;2328;4
;id_0_7_000843;2019-10-29 14:48:16.423459;0 days 00:30:44.155056;5339;2425;167
;id_0_4_000314_cov;2019-10-29 14:20:18.842879;0 days 00:02:46.574476;5339;1164;102
;id:000750,src:000000,op:flip1,pos:7247,+cov;2019-10-29 13:44:34.669858;0.0;5339;2328;8
;id_4_8_003400;2019-10-30 12:25:03.232571;0 days 22:07:30.964168;5344;1752;527
;id:000891,src:000000,op:flip2,pos:7004;2019-10-29 13:44:34.669858;0.0;5344;2326;1
;id_1_6_001314;2019-10-29 16:41:33.474364;0 days 02:24:01.205961;5344;2127;239
;id_0_2_000018;2019-10-29 14:15:29.041529;0.0;5344;2414;89
;id:000488,src:000000,op:flip1,pos:6348,+cov;2019-10-29 13:44:34.669858;0.0;5344;1059;56
;id_1_3_001274;2019-10-29 16:39:51.779316;0 days 02:22:19.510913;5344;2085;90
;id:000229,src:000000,op:flip1,pos:983,+cov;2019-10-29 13:44:34.669858;0.0;5344;2327;2
;id_1_7_001924;2019-10-29 19:38:17.782414;0 days 05:20:45.514011;5344;2318;135
;id:001138,src:000000,op:arith8,pos:6605,val:+18;2019-10-29 13:44:34.669858;0.0;5344;2369;46
;id_3_8_003148;2019-10-30 07:49:47.571147;0 days 17:32:15.302744;5344;689;200
;id:000061,src:000000,op:flip1,pos:341;2019-10-29 13:44:34.669858;0.0;5344;2325;0
;id_0_7_000871_cov;2019-10-29 14:48:18.703438;0 days 00:30:46.435035;5344;2482;222
;id_1_8_001603;2019-10-29 17:30:52.494536;0 days 03:13:20.226133;5344;1780;125
;id_0_7_000700_cov;2019-10-29 14:47:49.375708;0 days 00:30:17.107305;5350;865;138
;id_0_4_000528;2019-10-29 14:29:33.817786;0 days 00:12:01.549383;5350;929;104
;id_2_12_002582;2019-10-30 00:46:51.583386;0 days 10:29:19.314983;5350;1795;593
;id:000160,src:000000,op:flip1,pos:669,+cov;2019-10-29 13:44:34.669858;0.0;5350;2327;2
;id:000226,src:000000,op:flip1,pos:966;2019-10-29 13:44:34.669858;0.0;5350;2331;6
;id_2_9_002353;2019-10-29 23:22:47.119260;0 days 09:05:14.850857;5350;2301;269
;id:000940,src:000000,op:flip4,pos:6285;2019-10-29 13:44:34.669858;0.0;5350;2347;26
;id_1_1_001403;2019-10-29 16:57:22.253465;0 days 02:39:49.985062;5350;831;118
;id:001236,src:000000,op:arith16,pos:7284,val:-10;2019-10-29 13:44:34.669858;0.0;5350;765;68
;id_1_8_001498_cov;2019-10-29 17:08:30.363186;0 days 02:50:58.094783;5351;685;231
;id_2_6_002207_cov;2019-10-29 23:05:01.021337;0 days 08:47:28.752934;5351;1752;494
;id_0_4_000033;2019-10-29 14:15:30.197518;0.0;5351;734;47
;id:000448,src:000000,op:flip1,pos:6285;2019-10-29 13:44:34.669858;0.0;5351;2347;26
;id_1_9_001934;2019-10-29 19:48:46.896486;0 days 05:31:14.628083;5355;655;75
;id:000780,src:000000,op:flip2,pos:357;2019-10-29 13:44:34.669858;0.0;5355;2330;6
;id_3_9_002921;2019-10-30 06:05:59.478197;0 days 15:48:27.209794;5355;1668;487
;id_3_10_002843_cov;2019-10-30 05:20:58.039925;0 days 15:03:25.771522;5355;733;231
;id_3_10_002805;2019-10-30 04:36:24.045303;0 days 14:18:51.776900;5355;1933;265
;id_0_2_000335;2019-10-29 14:20:29.422782;0 days 00:02:57.154379;5355;2406;92
;id_3_10_003087_cov;2019-10-30 07:26:22.888480;0 days 17:08:50.620077;5355;1021;249
;id_2_1_002656;2019-10-30 01:38:24.586059;0 days 11:20:52.317656;5355;589;61
;id_1_7_001373;2019-10-29 16:51:18.900877;0 days 02:33:46.632474;5355;728;51
;id:000783,src:000000,op:flip2,pos:488,+cov;2019-10-29 13:44:34.673858;0.0;5355;2326;1
;id_1_7_001633;2019-10-29 17:42:03.948215;0 days 03:24:31.679812;5357;700;99
;id_0_2_000091;2019-10-29 14:15:44.685386;0.0;5357;2438;127
;id:000045,src:000000,op:flip1,pos:125;2019-10-29 13:44:34.673858;0.0;5357;2328;4
;id_0_2_000380;2019-10-29 14:20:48.454608;0 days 00:03:16.186205;5357;2406;83
;id_4_1_003446;2019-10-30 13:23:17.612316;0 days 23:05:45.343913;5357;1755;541
;id_3_11_003044;2019-10-30 07:25:28.516996;0 days 17:07:56.248593;5360;1773;571
;id:001270,src:000000,op:int16,pos:6360,val:+4096;2019-10-29 13:44:34.673858;0.0;5360;2266;7
;id:000649,src:000000,op:flip1,pos:6681;2019-10-29 13:44:34.673858;0.0;5360;2330;28
;id:001033,src:000000,op:arith8,pos:851,val:-34,+cov;2019-10-29 13:44:34.673858;0.0;5360;2327;2
;id_2_10_002049;2019-10-29 22:24:39.580037;0 days 08:07:07.311634;5360;2122;190
;id:000272,src:000000,op:flip1,pos:1629;2019-10-29 13:44:34.673858;0.0;5360;2333;8
;id_0_2_000588;2019-10-29 14:34:28.499077;0 days 00:16:56.230674;5362;2357;33
;id_0_7_000765;2019-10-29 14:47:52.491679;0 days 00:30:20.223276;5362;841;309
;id_2_3_002195_cov;2019-10-29 23:04:58.709359;0 days 08:47:26.440956;5362;1791;530
;id_0_6_000820;2019-10-29 14:48:14.175479;0 days 00:30:41.907076;5362;2039;61
;id_2_7_002211_cov;2019-10-29 23:05:01.441333;0 days 08:47:29.172930;5362;1777;514
;id_2_10_002319;2019-10-29 23:18:23.589748;0 days 09:00:51.321345;5362;726;223
;id:000976,src:000000,op:flip8,pos:7240;2019-10-29 13:44:34.673858;0.0;5362;2275;3
;id:001156,src:000000,op:arith8,pos:6725,val:+19;2019-10-29 13:44:34.673858;0.0;5362;2362;38
;id_3_0_002809;2019-10-30 04:48:54.282198;0 days 14:31:22.013795;5362;2255;222
;id_1_8_001165;2019-10-29 16:29:24.613204;0 days 02:11:52.344801;5362;1847;192
;id:000104,src:000000,op:flip1,pos:416;2019-10-29 13:44:34.673858;0.0;5362;2324;0
;id:000311,src:000000,op:flip1,pos:4612;2019-10-29 13:44:34.673858;0.0;5362;2327;2
;id:000937,src:000000,op:flip4,pos:6093,+cov;2019-10-29 13:44:34.673858;0.0;5364;2324;2
;id_1_2_001923_cov;2019-10-29 19:36:22.651498;0 days 05:18:50.383095;5364;470;104
;id:001055,src:000000,op:arith8,pos:1765,val:-30,+cov;2019-10-29 13:44:34.673858;0.0;5364;2328;3
;id:000680,src:000000,op:flip1,pos:6919;2019-10-29 13:44:34.673858;0.0;5364;2340;20
;id:001162,src:000000,op:arith8,pos:6805,val:+17;2019-10-29 13:44:34.673858;0.0;5364;2370;46
;id_0_2_000022;2019-10-29 14:15:29.205527;0.0;5364;2418;93
;id_0_4_000431;2019-10-29 14:22:23.501736;0 days 00:04:51.233333;5364;2423;103
;id:001013,src:000000,op:arith8,pos:48,val:-11;2019-10-29 13:44:34.673858;0.0;5364;509;88
;id_3_6_003035;2019-10-30 07:17:43.673402;0 days 17:00:11.404999;5367;2243;167
;id_3_10_003307;2019-10-30 09:44:30.946156;0 days 19:26:58.677753;5368;2258;210
;id_0_5_000708;2019-10-29 14:47:52.059683;0 days 00:30:19.791280;5368;753;249
;id_2_8_002282;2019-10-29 23:15:25.267432;0 days 08:57:52.999029;5368;1717;498
;id_3_10_003318;2019-10-30 09:50:19.038888;0 days 19:32:46.770485;5368;1703;546
;id_4_9_003427;2019-10-30 13:05:56.093952;0 days 22:48:23.825549;5368;1729;535
;id:001262,src:000000,op:int16,pos:32,val:+0,+cov;2019-10-29 13:44:34.673858;0.0;5369;424;78
;id:001246,src:000000,op:arith32,pos:7156,val:-15;2019-10-29 13:44:34.673858;0.0;5369;2327;2
;id:000668,src:000000,op:flip1,pos:6839;2019-10-29 13:44:34.673858;0.0;5369;2355;31
;id_1_2_001481;2019-10-29 17:05:45.672734;0 days 02:48:13.404331;5369;2439;310
;id_3_12_003220;2019-10-30 08:18:15.999015;0 days 18:00:43.730612;5370;1719;528
;id:000450,src:000000,op:flip1,pos:6285;2019-10-29 13:44:34.673858;0.0;5370;2352;31
;id:000365,src:000000,op:flip1,pos:5947;2019-10-29 13:44:34.673858;0.0;5370;2325;0
;id_4_10_003439;2019-10-30 13:17:40.707433;0 days 23:00:08.439030;5372;1699;514
;id_0_2_000660;2019-10-29 14:44:27.009570;0 days 00:26:54.741167;5372;2394;75
;id_3_1_002828;2019-10-30 05:07:24.315715;0 days 14:49:52.047312;5372;1204;55
;id:000670,src:000000,op:flip1,pos:6841;2019-10-29 13:44:34.673858;0.0;5372;2316;4
;id_2_12_002542;2019-10-30 00:29:56.181014;0 days 10:12:23.912611;5372;1603;422
;id_0_10_000480;2019-10-29 14:25:08.192225;0 days 00:07:35.923822;5372;415;37
;id_0_10_000548_cov;2019-10-29 14:30:10.581448;0 days 00:12:38.313045;5372;718;104
;id:000696,src:000000,op:flip1,pos:7004;2019-10-29 13:44:34.673858;0.0;5372;2324;1
;id_2_4_002682_cov;2019-10-30 01:58:12.638880;0 days 11:40:40.370477;5372;506;96
;id_0_7_000730;2019-10-29 14:47:52.443679;0 days 00:30:20.175276;5372;835;305
;id_0_000570;2019-10-29 14:32:14.228311;0 days 00:14:41.959908;5373;523;48
;id_1_0_001438_cov;2019-10-29 17:05:43.104759;0 days 02:48:10.836356;5373;2455;312
;id_1_7_001548_cov;2019-10-29 17:20:17.392522;0 days 03:02:45.124119;5373;1813;195
;id_1_6_001848;2019-10-29 18:45:14.688374;0 days 04:27:42.419971;5374;2378;113
;id_0_2_000324;2019-10-29 14:20:28.602790;0 days 00:02:56.334387;5374;2405;89
;id:000775,src:000000,op:flip2,pos:48;2019-10-29 13:44:34.673858;0.0;5374;509;88
;id_1_8_001577;2019-10-29 17:26:06.461231;0 days 03:08:34.192828;5374;2261;226
;id:000646,src:000000,op:flip1,pos:6680;2019-10-29 13:44:34.673858;0.0;5374;2335;15
;id_2_001953_cov;2019-10-29 20:07:46.453742;0 days 05:50:14.185339;5376;628;214
;id_2_6_002209;2019-10-29 23:05:01.157336;0 days 08:47:28.888933;5376;1756;496
;id_0_2_000016;2019-10-29 14:15:28.729532;0.0;5376;2401;89
;id_1_7_001567;2019-10-29 17:25:13.165733;0 days 03:07:40.897330;5376;730;99
;id:001016,src:000000,op:arith8,pos:48,val:-23;2019-10-29 13:44:34.673858;0.0;5376;589;44
;id_1_9_001237;2019-10-29 16:36:34.733167;0 days 02:19:02.464764;5376;2323;157
;id:001189,src:000000,op:arith8,pos:7200,val:-13;2019-10-29 13:44:34.673858;0.0;5376;2359;81
;id_0_7_000890;2019-10-29 14:48:37.435265;0 days 00:31:05.166862;5376;2389;169
;id:001280,src:000000,op:int16,pos:6524,val:+4096;2019-10-29 13:44:34.673858;0.0;5376;2383;81
;id:001255,src:000000,op:int8,pos:6524,val:-128;2019-10-29 13:44:34.673858;0.0;5376;2382;75
;id_1_7_001391;2019-10-29 16:54:20.927168;0 days 02:36:48.658765;5376;2310;154
;id_0_8_000286;2019-10-29 14:19:02.675576;0 days 00:01:30.407173;5376;2297;244
;id_1_10_001174;2019-10-29 16:29:27.957172;0 days 02:11:55.688769;5376;2368;327
;id:001254,src:000000,op:int8,pos:6484,val:+16;2019-10-29 13:44:34.673858;0.0;5376;2319;0
;id:000390,src:000000,op:flip1,pos:6161,+cov;2019-10-29 13:44:34.673858;0.0;5376;2350;27
;id_0_0_000603_cov;2019-10-29 14:36:46.497807;0 days 00:19:14.229404;5376;2207;196
;id:000753,src:000000,op:flip1,pos:7272,+cov;2019-10-29 13:44:34.673858;0.0;5376;2327;2
;id_0_7_000559;2019-10-29 14:31:10.524897;0 days 00:13:38.256494;5376;1484;77
;id:000685,src:000000,op:flip1,pos:6948,+cov;2019-10-29 13:44:34.673858;0.0;5378;713;38
;id_0_4_000417;2019-10-29 14:22:14.221822;0 days 00:04:41.953419;5378;2403;83
;id:000895,src:000000,op:flip2,pos:7085;2019-10-29 13:44:34.673858;0.0;5378;2339;14
;id_1_12_001116;2019-10-29 16:28:14.293862;0 days 02:10:42.025459;5378;785;269
;id_1_8_001936;2019-10-29 19:51:03.343200;0 days 05:33:31.074797;5380;837;167
