,filename,m_timestamp,total_coverage,current_coverage,total_coverage_own_finds,running_s
1164,id_0_8_000030,2019-10-30 14:28:14.074306816,3640,1498,2266,1038.0
1165,id_0_8_000031,2019-10-30 14:28:14.086306560,3640,1396,2266,1038.0
1166,id_0_8_000032,2019-10-30 14:28:14.126306304,3640,1507,2266,1038.0
1167,id_0_8_000033,2019-10-30 14:28:14.130306304,3640,1496,2266,1038.0
1168,id_0_8_000034,2019-10-30 14:28:14.130306304,3640,1505,2266,1038.0
1169,id_0_8_000035,2019-10-30 14:28:14.134306304,3640,1499,2266,1038.0
1170,id_0_8_000036,2019-10-30 14:28:14.134306304,3640,1498,2266,1038.0
1171,id_0_8_000037,2019-10-30 14:28:14.134306304,3640,1502,2266,1038.0
1172,id_0_8_000049_cov,2019-10-30 14:28:28.822166784,3640,914,2266,1052.0
1173,id_0_8_000060,2019-10-30 14:29:12.001756672,3640,1646,2266,1095.0
1174,id_0_8_000061,2019-10-30 14:29:12.001756672,3640,954,2266,1095.0
1175,id_0_8_000062,2019-10-30 14:29:12.005756672,3640,1630,2266,1095.0
1176,id_0_8_000063,2019-10-30 14:29:12.005756672,3640,941,2266,1095.0
1177,id_0_8_000064,2019-10-30 14:29:12.005756672,3640,939,2266,1095.0
1178,id_0_8_000065,2019-10-30 14:29:12.005756672,3640,1629,2266,1095.0
1179,id_0_8_000157_cov,2019-10-30 14:30:32.676991488,3641,903,2267,1176.0
1180,id_0_8_000173,2019-10-30 14:30:47.796848128,3641,1040,2267,1191.0
1181,id_0_8_000225,2019-10-30 14:34:30.570740992,3641,1018,2267,1414.0
1182,id_0_8_000254_cov,2019-10-30 14:35:52.833964032,3642,604,2268,1496.0
1183,id_0_8_000271,2019-10-30 14:37:38.244969728,3642,662,2268,1602.0
1184,id_0_8_000272,2019-10-30 14:37:38.280969472,3642,905,2268,1602.0
1185,id_0_8_000273,2019-10-30 14:37:38.280969472,3642,896,2268,1602.0
1186,id_0_8_000299,2019-10-30 14:39:25.359960064,3642,1006,2268,1709.0
1187,id_0_8_000301,2019-10-30 14:41:11.162963456,3642,883,2268,1815.0
1188,id_0_8_000355,2019-10-30 14:48:58.154569984,3642,976,2268,2282.0
1189,id_0_8_000359,2019-10-30 14:49:09.710461184,3642,908,2268,2293.0
1190,id_0_8_000389,2019-10-30 14:52:58.064314624,3642,1384,2268,2522.0
1191,id_0_8_000390,2019-10-30 14:52:58.064314624,3642,1352,2268,2522.0
1192,id_0_8_000391,2019-10-30 14:52:58.072314624,3642,1354,2268,2522.0
1193,id_0_8_000400,2019-10-30 14:54:55.979206656,3642,894,2268,2639.0
1194,id_0_8_000401,2019-10-30 14:55:02.055149568,3642,848,2268,2646.0
1195,id_0_8_000402,2019-10-30 14:55:02.055149568,3642,879,2268,2646.0
1196,id_0_8_000423,2019-10-30 14:56:36.490262016,3642,1384,2268,2740.0
1197,id_0_8_000424,2019-10-30 14:56:36.498262016,3642,1365,2268,2740.0
1198,id_0_8_000425,2019-10-30 14:56:36.502261760,3642,1373,2268,2740.0
1199,id_0_8_000426,2019-10-30 14:56:36.562261248,3642,1637,2268,2740.0
1200,id_0_8_000438,2019-10-30 14:58:20.193287680,3643,832,2269,2844.0
1201,id_0_8_000448,2019-10-30 15:01:10.755664640,3643,1332,2269,3014.0
1202,id_0_9_000185,2019-10-30 14:31:34.700403968,3643,767,2269,1238.0
1203,id_0_9_000186,2019-10-30 14:31:34.704403968,3643,1409,2269,1238.0
1204,id_0_9_000187_cov,2019-10-30 14:31:34.704403968,3645,1403,2271,1238.0
1205,id_0_9_000195,2019-10-30 14:32:12.268048384,3645,585,2271,1276.0
1206,id_0_9_000231,2019-10-30 14:35:25.494222080,3645,1383,2271,1469.0
1207,id_0_9_000232,2019-10-30 14:35:25.494222080,3645,886,2271,1469.0
1208,id_0_9_000233,2019-10-30 14:35:25.494222080,3645,1425,2271,1469.0
1209,id_0_9_000234,2019-10-30 14:35:25.494222080,3645,942,2271,1469.0
1210,id_0_9_000235,2019-10-30 14:35:25.494222080,3645,1393,2271,1469.0
1211,id_0_9_000236,2019-10-30 14:35:25.498222080,3645,1392,2271,1469.0
1212,id_0_9_000237,2019-10-30 14:35:25.498222080,3645,943,2271,1469.0
1213,id_0_9_000238,2019-10-30 14:35:25.498222080,3645,890,2271,1469.0
1214,id_0_9_000239_cov,2019-10-30 14:35:25.498222080,3647,1411,2273,1469.0
1215,id_0_9_000240,2019-10-30 14:35:25.510222080,3647,901,2273,1469.0
1216,id_0_9_000241,2019-10-30 14:35:25.514221824,3647,902,2273,1469.0
1217,id_0_9_000242,2019-10-30 14:35:25.514221824,3647,902,2273,1469.0
1218,id_0_9_000243,2019-10-30 14:35:25.514221824,3647,902,2273,1469.0
1219,id_0_9_000244,2019-10-30 14:35:25.518222080,3647,904,2273,1469.0
1220,id_0_9_000324,2019-10-30 14:43:29.865657856,3647,591,2273,1953.0
1221,id_0_9_000341,2019-10-30 14:46:15.260101888,3647,1387,2273,2119.0
1222,id_0_9_000379,2019-10-30 14:50:40.045612032,3647,1395,2273,2384.0
1223,id_0_9_000380,2019-10-30 14:50:40.045612032,3647,1390,2273,2384.0
1224,id_0_9_000403,2019-10-30 14:55:17.251006720,3647,1405,2273,2661.0
1225,id_0_9_000404,2019-10-30 14:55:17.251006720,3647,913,2273,2661.0
1226,id_0_9_000405,2019-10-30 14:55:17.251006720,3647,933,2273,2661.0
1227,id_0_9_000407_cov,2019-10-30 14:55:20.078980096,3649,902,2275,2664.0
1228,id_0_9_000408,2019-10-30 14:55:20.078980096,3649,964,2275,2664.0
1229,id_0_9_000409,2019-10-30 14:55:20.078980096,3649,864,2275,2664.0
1230,id_0_9_000410_cov,2019-10-30 14:55:20.078980096,3649,888,2275,2664.0
1231,id_0_9_000411,2019-10-30 14:55:20.082980096,3649,941,2275,2664.0
1232,id_0_9_000412,2019-10-30 14:55:20.082980096,3649,939,2275,2664.0
1233,id_0_9_000418,2019-10-30 14:55:26.314921472,3649,1369,2275,2670.0
1234,id_0_9_000419,2019-10-30 14:55:26.382920704,3649,1345,2275,2670.0
1235,id_0_9_000420,2019-10-30 14:55:26.414920448,3649,1387,2275,2670.0
1236,id_0_9_000483,2019-10-30 15:01:56.623223040,3649,1404,2275,3060.0
1237,id_10_001722,2019-10-31 06:26:43.381267200,3731,881,2357,58547.0
1238,id_10_11_001745,2019-10-31 07:15:38.977936896,3733,524,2359,61482.0
1239,id_10_11_001746,2019-10-31 07:15:38.977936896,3733,522,2359,61482.0
1240,id_10_2_001718,2019-10-31 06:24:23.002578688,3886,909,2512,58406.0
1241,id_10_4_001721_cov,2019-10-31 06:24:32.098493696,3888,909,2514,58416.0
1242,id_10_4_001741_cov,2019-10-31 07:13:42.207023616,3952,581,2578,61366.0
1243,id_10_4_001742_cov,2019-10-31 07:13:42.207023616,3972,787,2598,61366.0
1244,id_10_4_001743_cov,2019-10-31 07:13:42.211023616,3976,581,2602,61366.0
1245,id_10_4_001744_cov,2019-10-31 07:13:42.215023616,3980,581,2606,61366.0
1246,id_10_4_001753,2019-10-31 07:21:21.570745856,4012,806,2638,61825.0
1247,id_10_4_001776,2019-10-31 08:00:07.037016064,4014,631,2640,64151.0
1248,id_10_5_001747,2019-10-31 07:19:30.591779840,4014,1591,2640,61714.0
1249,id_10_5_001766_cov,2019-10-31 07:45:30.693200896,4072,568,2698,63274.0
1250,id_10_5_001767_cov,2019-10-31 07:45:30.697200896,4076,572,2702,63274.0
1251,id_10_5_001774,2019-10-31 07:56:01.167311872,4076,1843,2702,63905.0
1252,id_10_6_001717,2019-10-31 06:17:45.282296064,4092,802,2718,58009.0
1253,id_10_6_001726,2019-10-31 06:31:39.626498304,4095,929,2721,58843.0
1254,id_10_6_001739_cov,2019-10-31 06:56:20.900653824,4100,863,2726,60324.0
1255,id_10_6_001740,2019-10-31 06:56:43.728444928,4100,1788,2726,60347.0
1256,id_10_7_001719_cov,2019-10-31 06:24:25.022560000,4104,907,2730,58408.0
1257,id_10_7_001720,2019-10-31 06:24:25.118558976,4104,918,2730,58409.0
1258,id_10_7_001728,2019-10-31 06:34:12.397069824,4110,787,2736,58996.0
1259,id_10_7_001729,2019-10-31 06:35:29.228351488,4110,1349,2736,59073.0
1260,id_10_7_001730,2019-10-31 06:35:29.232351488,4110,1356,2736,59073.0
1261,id_10_7_001731,2019-10-31 06:35:29.236351488,4110,1357,2736,59073.0
1262,id_10_7_001732,2019-10-31 06:35:29.264351488,4110,1356,2736,59073.0
1263,id_10_7_001748_cov,2019-10-31 07:20:09.591416576,4122,779,2748,61753.0
1264,id_10_7_001749,2019-10-31 07:20:09.591416576,4127,784,2753,61753.0
1265,id_10_7_001750,2019-10-31 07:20:09.591416576,4128,791,2754,61753.0
1266,id_10_7_001751,2019-10-31 07:20:09.591416576,4130,797,2756,61753.0
1267,id_10_7_001754_cov,2019-10-31 07:21:22.158740480,4134,814,2760,61826.0
1268,id_10_7_001755_cov,2019-10-31 07:21:22.162740480,4140,805,2766,61826.0
1269,id_10_7_001756_cov,2019-10-31 07:21:22.166740480,4146,800,2772,61826.0
1270,id_10_7_001757_cov,2019-10-31 07:21:22.166740480,4151,797,2777,61826.0
1271,id_10_7_001758_cov,2019-10-31 07:21:22.166740480,4163,830,2789,61826.0
1272,id_10_7_001759_cov,2019-10-31 07:21:22.170740480,4168,826,2794,61826.0
1273,id_10_7_001760,2019-10-31 07:21:22.182740224,4168,831,2794,61826.0
1274,id_10_7_001762,2019-10-31 07:36:47.522092800,4170,1439,2796,62751.0
1275,id_10_7_001768_cov,2019-10-31 07:45:30.945198592,4171,477,2797,63274.0
1276,id_10_8_001723,2019-10-31 06:28:27.504294144,4172,879,2798,58651.0
1277,id_10_8_001769_cov,2019-10-31 07:46:04.112888576,4176,584,2802,63308.0
1278,id_10_8_001770_cov,2019-10-31 07:51:47.017685504,4177,740,2803,63650.0
1279,id_10_8_001771,2019-10-31 07:51:47.017685504,4178,762,2804,63650.0
1280,id_10_8_001773_cov,2019-10-31 07:54:06.356384000,4183,910,2809,63790.0
1281,id_10_8_001777_cov,2019-10-31 08:04:12.478724352,4188,857,2814,64396.0
1282,id_10_9_001727,2019-10-31 06:33:49.925280000,4188,1697,2814,58973.0
1283,id_10_9_001733_cov,2019-10-31 06:49:33.164459008,4192,496,2818,59917.0
1284,id_10_9_001734,2019-10-31 06:50:31.619912192,4193,1332,2819,59975.0
1285,id_10_9_001735,2019-10-31 06:50:31.623912192,4193,1627,2819,59975.0
1286,id_10_9_001736,2019-10-31 06:50:31.627911936,4193,1341,2819,59975.0
1287,id_10_9_001737,2019-10-31 06:51:39.123280640,4193,1767,2819,60043.0
1288,id_10_9_001738,2019-10-31 06:51:39.279279104,4193,1769,2819,60043.0
1289,id_10_9_001761,2019-10-31 07:32:44.220371712,4193,875,2819,62508.0
1290,id_11_001798,2019-10-31 09:07:15.451598592,4193,840,2819,68179.0
1291,id_11_001799,2019-10-31 09:07:15.531597824,4261,1167,2887,68179.0
1292,id_11_001815_cov,2019-10-31 09:18:48.133204224,4263,569,2889,68872.0
1293,id_11_001816_cov,2019-10-31 09:18:50.817179392,4265,527,2891,68874.0
1294,id_11_001831,2019-10-31 09:49:47.759945728,4314,603,2940,70731.0
1295,id_11_001832,2019-10-31 09:49:48.003943424,4323,516,2949,70731.0
1296,id_11_0_001778,2019-10-31 08:17:59.810994688,4323,1303,2949,65223.0
1297,id_11_11_001792,2019-10-31 08:46:56.814887168,4346,549,2972,66960.0
1298,id_11_11_001835_cov,2019-10-31 09:53:44.325727744,4347,561,2973,70968.0
1299,id_11_11_001836_cov,2019-10-31 09:54:19.673396736,4350,917,2976,71003.0
1300,id_11_12_001788,2019-10-31 08:40:09.710611200,4363,554,2989,66553.0
1301,id_11_12_001811,2019-10-31 09:17:05.458149888,4371,563,2997,68769.0
1302,id_11_12_001814_cov,2019-10-31 09:18:47.285212160,4373,573,2999,68871.0
1303,id_11_12_001833,2019-10-31 09:49:50.063923968,4375,585,3001,70734.0
1304,id_11_2_001826,2019-10-31 09:37:11.666989568,4375,768,3001,69975.0
1305,id_11_3_001793,2019-10-31 08:54:49.750519296,4375,805,3001,67433.0
1306,id_11_3_001803,2019-10-31 09:10:44.057659904,4375,1760,3001,68388.0
1307,id_11_3_001804,2019-10-31 09:10:44.057659904,4375,1773,3001,68388.0
1308,id_11_3_001805,2019-10-31 09:10:44.077659648,4375,1783,3001,68388.0
1309,id_11_3_001806,2019-10-31 09:10:55.957549056,4383,994,3009,68399.0
1310,id_11_3_001807,2019-10-31 09:10:55.957549056,4383,994,3009,68399.0
1311,id_11_4_001808,2019-10-31 09:11:41.389126656,4383,811,3009,68445.0
1312,id_11_4_001823,2019-10-31 09:35:09.720120576,4383,816,3009,69853.0
1313,id_11_5_001812_cov,2019-10-31 09:18:37.645300992,4409,537,3035,68861.0
1314,id_11_5_001813_cov,2019-10-31 09:18:37.645300992,4411,542,3037,68861.0
1315,id_11_5_001817,2019-10-31 09:20:30.080264192,4412,907,3038,68974.0
1316,id_11_5_001819,2019-10-31 09:22:28.423171072,4413,835,3039,69092.0
1317,id_11_5_001828_cov,2019-10-31 09:47:31.421228288,4422,880,3048,70595.0
1318,id_11_5_001829_cov,2019-10-31 09:47:34.361200640,4426,872,3052,70598.0
1319,id_11_6_001789_cov,2019-10-31 08:40:38.010353920,4428,869,3054,66581.0
1320,id_11_6_001818,2019-10-31 09:20:55.236031744,4429,925,3055,68999.0
1321,id_11_6_001821,2019-10-31 09:30:38.538634752,4429,874,3055,69582.0
1322,id_11_6_001824,2019-10-31 09:35:13.120089088,4430,749,3056,69857.0
1323,id_11_6_001830,2019-10-31 09:49:03.168364800,4430,946,3056,70687.0
1324,id_11_7_001809,2019-10-31 09:14:35.931523840,4430,1566,3056,68619.0
1325,id_11_7_001810,2019-10-31 09:15:23.411087872,4430,796,3056,68667.0
1326,id_11_7_001837,2019-10-31 09:54:48.381128192,4431,818,3057,71032.0
1327,id_11_8_001779_cov,2019-10-31 08:19:59.237879296,4433,821,3059,65343.0
1328,id_11_8_001780_cov,2019-10-31 08:20:56.917340416,4437,969,3063,65400.0
1329,id_11_8_001781,2019-10-31 08:20:56.921340416,4441,972,3067,65400.0
1330,id_11_8_001782,2019-10-31 08:20:56.925340416,4441,971,3067,65400.0
1331,id_11_8_001783,2019-10-31 08:20:56.933340416,4441,974,3067,65400.0
1332,id_11_8_001784,2019-10-31 08:20:56.933340416,4441,980,3067,65400.0
1333,id_11_8_001785_cov,2019-10-31 08:20:56.937340160,4441,984,3067,65400.0
1334,id_11_8_001790,2019-10-31 08:40:47.054272000,4442,1091,3068,66591.0
1335,id_11_8_001791,2019-10-31 08:41:17.873991424,4442,917,3068,66621.0
1336,id_11_8_001795,2019-10-31 08:59:15.008060160,4446,644,3072,67698.0
1337,id_11_8_001801_cov,2019-10-31 09:10:14.437935104,4449,585,3075,68358.0
1338,id_11_9_001825,2019-10-31 09:36:49.635193856,4449,1376,3075,69953.0
1339,id_11_9_001827_cov,2019-10-31 09:40:06.569367040,4451,830,3077,70150.0
1340,id_11_9_001834,2019-10-31 09:51:42.462869248,4451,1803,3077,70846.0
1341,id_12_001850,2019-10-31 10:59:26.969130496,4451,996,3077,74910.0
1342,id_12_001851,2019-10-31 10:59:27.061129728,4458,954,3084,74911.0
1343,id_12_001858_cov,2019-10-31 11:02:00.479723520,4460,605,3086,75064.0
1344,id_12_0_001847,2019-10-31 10:31:21.396732672,4478,998,3104,73225.0
1345,id_12_10_001842_cov,2019-10-31 10:07:13.730175488,4480,788,3106,71777.0
1346,id_12_12_001887_cov,2019-10-31 11:35:53.268910592,4485,562,3111,77097.0
1347,id_12_1_001853,2019-10-31 11:01:21.640079616,4485,1660,3111,75025.0
1348,id_12_1_001854,2019-10-31 11:01:21.676079616,4485,1675,3111,75025.0
1349,id_12_1_001886,2019-10-31 11:34:37.481615360,4485,1843,3111,77021.0
1350,id_12_2_001840,2019-10-31 10:00:32.009919232,4485,1154,3111,71375.0
1351,id_12_2_001852,2019-10-31 11:01:07.016214016,4485,763,3111,75010.0
1352,id_12_2_001879_cov,2019-10-31 11:25:51.546503936,4490,920,3116,76495.0
1353,id_12_2_001890,2019-10-31 11:40:52.926126592,4490,895,3116,77396.0
1354,id_12_3_001844,2019-10-31 10:11:45.911641344,4490,1373,3116,72049.0
1355,id_12_3_001845,2019-10-31 10:20:39.922672384,4490,815,3116,72583.0
1356,id_12_3_001855,2019-10-31 11:01:25.052048384,4490,807,3116,75029.0
1357,id_12_3_001876_cov,2019-10-31 11:19:14.790177024,4493,583,3119,76098.0
1358,id_12_4_001860,2019-10-31 11:04:57.154098944,4493,1572,3119,75241.0
1359,id_12_4_001864,2019-10-31 11:10:37.854956800,4493,809,3119,75581.0
1360,id_12_4_001865,2019-10-31 11:10:37.858957056,4494,784,3120,75581.0
1361,id_12_4_001866,2019-10-31 11:10:37.974955776,4494,810,3120,75581.0
1362,id_12_4_001867,2019-10-31 11:10:37.974955776,4494,808,3120,75581.0
1363,id_12_4_001868,2019-10-31 11:10:37.974955776,4494,804,3120,75581.0
1364,id_12_4_001869,2019-10-31 11:10:37.978955776,4494,798,3120,75581.0
1365,id_12_4_001870,2019-10-31 11:10:37.978955776,4494,790,3120,75581.0
1366,id_12_4_001871,2019-10-31 11:10:37.982955776,4494,785,3120,75581.0
1367,id_12_4_001872,2019-10-31 11:10:37.982955776,4494,782,3120,75581.0
1368,id_12_4_001873,2019-10-31 11:10:37.986955776,4494,808,3120,75581.0
1369,id_12_4_001880_cov,2019-10-31 11:25:51.834501376,4495,918,3121,76495.0
1370,id_12_4_001895,2019-10-31 11:45:01.543819008,4496,905,3122,77645.0
1371,id_12_5_001874,2019-10-31 11:15:40.008164352,4497,883,3123,75883.0
1372,id_12_5_001877,2019-10-31 11:22:31.400357120,4497,1299,3123,76295.0
1373,id_12_5_001892,2019-10-31 11:43:06.476887040,4498,777,3124,77530.0
1374,id_12_5_001893,2019-10-31 11:43:13.004826368,4499,870,3125,77536.0
1375,id_12_5_001896,2019-10-31 11:46:01.231265024,4499,943,3125,77705.0
1376,id_12_6_001861,2019-10-31 11:06:45.081104640,4499,1620,3125,75349.0
1377,id_12_6_001878,2019-10-31 11:23:39.763724288,4499,781,3125,76363.0
1378,id_12_6_001888,2019-10-31 11:37:00.952281600,4500,932,3126,77164.0
1379,id_12_6_001894,2019-10-31 11:43:53.440450816,4500,932,3126,77577.0
1380,id_12_7_001841_cov,2019-10-31 10:06:09.942769408,4500,799,3126,71713.0
1381,id_12_7_001848,2019-10-31 10:32:07.628303616,4500,985,3126,73271.0
1382,id_12_7_001849,2019-10-31 10:32:07.636303360,4500,982,3126,73271.0
1383,id_12_7_001859_cov,2019-10-31 11:03:22.898966016,4512,560,3138,75146.0
1384,id_12_7_001863,2019-10-31 11:10:08.167230976,4530,800,3156,75552.0
1385,id_12_7_001881_cov,2019-10-31 11:29:27.620500224,4532,1005,3158,76711.0
1386,id_12_7_001882_cov,2019-10-31 11:29:27.624500224,4535,1016,3161,76711.0
1387,id_12_7_001885,2019-10-31 11:34:07.525893888,4536,995,3162,76991.0
1388,id_12_8_001838_cov,2019-10-31 09:56:53.179961856,4538,887,3164,71157.0
1389,id_12_8_001843,2019-10-31 10:11:04.300028672,4538,884,3164,72008.0
1390,id_12_8_001875,2019-10-31 11:17:25.335190016,4539,778,3165,75989.0
1391,id_12_9_001891,2019-10-31 11:42:07.625433088,4539,820,3165,77471.0
1392,id_13_001904,2019-10-31 12:06:11.780043264,4540,731,3166,78915.0
1393,id_13_001912,2019-10-31 12:53:27.885915904,4540,895,3166,81751.0
1394,id_13_001913,2019-10-31 12:53:27.897916160,4540,805,3166,81751.0
1395,id_13_001914,2019-10-31 12:53:27.937915648,4540,1002,3166,81751.0
1396,id_13_001915,2019-10-31 12:53:28.017914880,4540,975,3166,81751.0
1397,id_13_001916,2019-10-31 12:53:28.193913344,4540,1752,3166,81752.0
1398,id_13_001923_cov,2019-10-31 13:05:32.971241216,4542,780,3168,82476.0
1399,id_13_001925,2019-10-31 13:05:37.507199488,4542,775,3168,82481.0
1400,id_13_001976,2019-10-31 13:56:55.066570240,4543,551,3169,85559.0
1401,id_13_0_001968,2019-10-31 13:42:43.578597120,4543,1705,3169,84707.0
1402,id_13_0_001969,2019-10-31 13:42:43.582597120,4543,1707,3169,84707.0
1403,id_13_0_001970,2019-10-31 13:42:43.666596352,4543,1673,3169,84707.0
1404,id_13_0_001971,2019-10-31 13:42:43.670596352,4543,1678,3169,84707.0
1405,id_13_0_001973,2019-10-31 13:48:34.559290624,4543,805,3169,85058.0
1406,id_13_10_001901_cov,2019-10-31 11:57:02.557129984,4547,586,3173,78366.0
1407,id_13_11_001902_cov,2019-10-31 11:58:35.808265216,4550,589,3176,78459.0
1408,id_13_12_001905,2019-10-31 12:10:22.753721856,4550,985,3176,79166.0
1409,id_13_1_001897,2019-10-31 11:50:13.984919808,4550,1788,3176,77957.0
1410,id_13_1_001926,2019-10-31 13:06:29.022724864,4550,1770,3176,82532.0
1411,id_13_1_001927,2019-10-31 13:06:29.022724864,4550,1766,3176,82532.0
1412,id_13_1_001928,2019-10-31 13:06:29.022724864,4550,1764,3176,82532.0
1413,id_13_1_001929,2019-10-31 13:06:29.022724864,4550,1781,3176,82532.0
1414,id_13_1_001930,2019-10-31 13:06:29.026724864,4550,1766,3176,82532.0
1415,id_13_1_001931,2019-10-31 13:06:29.026724864,4550,1771,3176,82532.0
1416,id_13_1_001932,2019-10-31 13:06:29.026724864,4550,1766,3176,82532.0
1417,id_13_1_001933,2019-10-31 13:06:29.026724864,4550,1766,3176,82532.0
1418,id_13_1_001934,2019-10-31 13:06:29.026724864,4550,1778,3176,82532.0
1419,id_13_1_001935,2019-10-31 13:06:29.026724864,4550,1769,3176,82532.0
1420,id_13_1_001936,2019-10-31 13:06:29.030724864,4550,1771,3176,82532.0
1421,id_13_1_001937,2019-10-31 13:06:29.030724864,4550,1767,3176,82532.0
1422,id_13_1_001938,2019-10-31 13:06:29.030724864,4550,1770,3176,82532.0
1423,id_13_1_001939,2019-10-31 13:06:29.030724864,4550,1770,3176,82532.0
1424,id_13_1_001940,2019-10-31 13:06:29.042724608,4550,1770,3176,82533.0
1425,id_13_1_001941,2019-10-31 13:06:29.066724352,4550,1768,3176,82533.0
1426,id_13_1_001942,2019-10-31 13:06:29.070724352,4550,1772,3176,82533.0
1427,id_13_1_001943,2019-10-31 13:06:29.078724096,4550,1764,3176,82533.0
1428,id_13_1_001944,2019-10-31 13:06:29.078724096,4550,1779,3176,82533.0
1429,id_13_1_001945,2019-10-31 13:06:29.078724096,4550,1768,3176,82533.0
1430,id_13_1_001946,2019-10-31 13:06:29.078724096,4550,1767,3176,82533.0
1431,id_13_1_001947,2019-10-31 13:06:29.078724096,4550,1768,3176,82533.0
1432,id_13_1_001975,2019-10-31 13:48:47.959163136,4550,809,3176,85071.0
1433,id_13_2_001907,2019-10-31 12:24:08.734072320,4550,984,3176,79992.0
1434,id_13_2_001924,2019-10-31 13:05:34.839224064,4550,774,3176,82478.0
1435,id_13_2_001948,2019-10-31 13:07:29.742164992,4550,1358,3176,82593.0
1436,id_13_2_001956,2019-10-31 13:25:18.840254720,4550,989,3176,83662.0
1437,id_13_4_001964,2019-10-31 13:38:05.625165312,4550,804,3176,84429.0
1438,id_13_4_001965,2019-10-31 13:38:05.625165312,4550,814,3176,84429.0
1439,id_13_4_001967,2019-10-31 13:40:24.235884544,4556,806,3182,84568.0
1440,id_13_5_001917,2019-10-31 12:54:28.001363456,4556,1114,3182,81811.0
1441,id_13_5_001972,2019-10-31 13:47:15.948040448,4557,714,3183,84979.0
1442,id_13_5_001974,2019-10-31 13:48:35.619280640,4557,851,3183,85059.0
1443,id_13_5_001977,2019-10-31 14:00:50.968364288,4557,1034,3183,85794.0
1444,id_13_6_001906,2019-10-31 12:11:51.732898304,4557,1301,3183,79255.0
1445,id_13_6_001952_cov,2019-10-31 13:18:27.060069632,4558,874,3184,83251.0
1446,id_13_6_001953_cov,2019-10-31 13:20:38.682849280,4568,1005,3194,83382.0
1447,id_13_6_001954,2019-10-31 13:21:13.422527232,4568,897,3194,83417.0
1448,id_13_6_001955,2019-10-31 13:21:13.422527232,4568,901,3194,83417.0
1449,id_13_7_001899,2019-10-31 11:50:52.804559616,4574,863,3200,77996.0
1450,id_13_7_001910_cov,2019-10-31 12:40:10.857201408,4579,912,3205,80954.0
1451,id_13_7_001918,2019-10-31 12:54:28.489359104,4579,957,3205,81812.0
1452,id_13_7_001961_cov,2019-10-31 13:34:43.715031040,4580,921,3206,84227.0
1453,id_13_8_001898,2019-10-31 11:50:15.476905984,4580,1782,3206,77959.0
1454,id_13_8_001922_cov,2019-10-31 13:05:06.135488768,4581,916,3207,82450.0
1455,id_13_8_001950_cov,2019-10-31 13:15:39.197628160,4582,753,3208,83083.0
1456,id_13_9_001900,2019-10-31 11:54:17.950656768,4585,647,3211,78201.0
1457,id_13_9_001908,2019-10-31 12:28:44.819514112,4585,708,3211,80268.0
1458,id_13_9_001960,2019-10-31 13:33:49.703530240,4590,761,3216,84173.0
1459,id_1_000558,2019-10-30 15:34:32.164704768,4590,1344,3216,5016.0
1460,id_1_000559,2019-10-30 15:34:32.200704256,4590,1608,3216,5016.0
1461,id_1_000560,2019-10-30 15:34:32.228704000,4590,1669,3216,5016.0
1462,id_1_000561,2019-10-30 15:34:32.232704256,4590,1058,3216,5016.0
1463,id_1_000562,2019-10-30 15:34:32.244704000,4590,915,3216,5016.0
1464,id_1_000563,2019-10-30 15:34:32.324703232,4590,892,3216,5016.0
1465,id_1_000564,2019-10-30 15:34:32.340702976,4590,1317,3216,5016.0
1466,id_1_000779_cov,2019-10-30 16:00:33.774098688,4590,729,3216,6577.0
1467,id_1_000797_cov,2019-10-30 16:04:12.952038912,4591,546,3217,6796.0
1468,id_1_000799_cov,2019-10-30 16:04:15.592014336,4592,543,3218,6799.0
1469,id_1_000800_cov,2019-10-30 16:04:16.076009728,4596,529,3222,6800.0
1470,id_1_000854,2019-10-30 16:19:13.387510784,4596,531,3222,7697.0
1471,id_1_000858,2019-10-30 16:19:18.879458816,4596,531,3222,7702.0
1472,id_1_0_000494,2019-10-30 15:06:54.140375808,4596,797,3222,3358.0
1473,id_1_0_000495,2019-10-30 15:06:54.140375808,4596,809,3222,3358.0
1474,id_1_0_000500,2019-10-30 15:07:32.192013312,4596,741,3222,3396.0
1475,id_1_0_000501,2019-10-30 15:07:32.192013312,4596,754,3222,3396.0
1476,id_1_0_000507,2019-10-30 15:12:05.373417728,4596,1447,3222,3669.0
1477,id_1_0_000509,2019-10-30 15:14:48.507872000,4596,789,3222,3832.0
1478,id_1_0_000510,2019-10-30 15:14:48.507872000,4596,801,3222,3832.0
1479,id_1_0_000515_cov,2019-10-30 15:16:20.087005696,4599,489,3225,3924.0
1480,id_1_0_000519,2019-10-30 15:17:56.218096384,4599,1644,3225,4020.0
1481,id_1_0_000520,2019-10-30 15:17:56.230096384,4599,1578,3225,4020.0
1482,id_1_0_000521,2019-10-30 15:17:56.274096128,4599,1596,3225,4020.0
1483,id_1_0_000579,2019-10-30 15:36:00.431887616,4599,1684,3225,5104.0
1484,id_1_0_000580,2019-10-30 15:36:00.431887616,4599,1687,3225,5104.0
1485,id_1_0_000581,2019-10-30 15:36:00.435887616,4599,1714,3225,5104.0
1486,id_1_0_000582,2019-10-30 15:36:00.443887360,4599,1644,3225,5104.0
1487,id_1_0_000583,2019-10-30 15:36:00.455887360,4599,1632,3225,5104.0
1488,id_1_0_000584,2019-10-30 15:36:00.455887360,4599,1632,3225,5104.0
1489,id_1_0_000594_cov,2019-10-30 15:37:29.603059968,4599,449,3225,5193.0
